referencia,Nombre_Producto,Existencia_MED,Transito,Reservas,Existencia_BOG,Total_Inv,Disponibilidad
53-D101S,(UND) VÍDEO PORTERO IP RESIDENCIAL ACERO,0,0,0,0,0,0
53-D21DKH,(UND) VÍDEO PORTERO IP PARA ED HASTA 100,0,0,0,0,0,0
53-D21DKV,(UND) V.PORT IP PARA ED HASTA 100 VERTIC,0,0,0,0,0,0
54-ALB-ACO-NF-135,PANTALLA FIJA TELA ACÚSTICA COLOR WHITE ,0,1,1,0,0,-1
54-ALB-CURVED-100,(UND) PANT FIJA CURVA TELA WHITE  100'' ,1,0,0,0,1,1
54-ALB-CURVED-120,(UND) PANT FIJA CURVA TELA WHITE 120''  ,0,4,1,0,0,-1
54-ALB-CURVED-135,"(UND) PANT FIJA CURVA TELA WHITE 135""   ",0,2,1,0,0,-1
54-ALB-CURVED-150,"(UND) PANT FIJA CURVA TELA WHITE 150""   ",0,1,0,0,0,0
54-ALB-GREY2.4-100T,(UND) PANTALLA MOTORIZADA GAN2.4 T100   ,0,4,0,0,0,0
54-ALB-GREY2.4-120T,(UND) PANTALLA MOTORIZADA GAN2.4 T120   ,0,4,0,0,0,0
54-ALB-GREY-ACO-100T,"(UND) PANT ACUSTICA GREY PERFORADA 100"" ",0,0,0,0,0,0
54-ALB-GREY-ACO-120T,"(UND) PANT ACUSTICA GREY PERFORADA 120"" ",1,0,0,0,1,1
54-ALB-GREY-ACO-135T,"(UND) PANT ACUSTICA GREY PERFORADA 135""  ",1,0,0,0,1,1
54-ALB-GREY-CURV-100,"(UND) PANT FIJA CURVA TELA GREY 100""    ",2,0,0,0,2,2
54-ALB-GREY-CURV-120,"(UND) PANT FIJA CURVA TELA GREY  120""   ",1,1,0,0,1,1
54-ALB-GREY-CURV-135,"(UND) PANT FIJA CURVA TELA GREY 135""    ",1,0,0,0,1,1
54-ALB-GREYLINE-100T,"(UND) PANTALLA ELEC TEN TELA GREY 100""  ",0,5,2,0,0,-2
54-ALB-GREYLINE-120T,"(UND) PANTALLA ELEC TENS TELA GREY 120"" ",0,10,1,0,0,-1
54-ALB-GREYLINE-135T,"(UND) PANTALLA ELEC TENS TELA GREY 135"" ",0,4,1,0,0,-1
54-ALB-GREYLINE-150T,"(UND) PANTALLA ELEC TENS TELA GREY 150"" ",1,0,0,1,2,2
54-ALB-GREYLINE-160T,"(UND) PANTALLA ELEC TENS TELA GREY 160"" ",0,0,0,0,0,0
54-ALB-GREYLINE-170T,"(UND) PANTALLA ELEC TENS TELA GREY 170"" ",0,0,0,0,0,0
54-ALB-GREYLINE-80T,(UND) PANT MOTORIZADA TIRO CORTO GREY 80,0,0,0,0,0,0
54-ALB-GREY-NF-100,"(UND) PANTALLA FIJA NO BORDE SCREEN 100""",1,1,1,0,1,0
54-ALB-GREY-NF-120,"(UND) PANTALLA FIJA NO BORDE SCREEN 120""",1,1,0,0,1,1
54-ALB-GREY-NF-135,"(UND) PANTALLA FIJA NO BORDE SCREEN 135""",1,1,0,0,1,1
54-ALB-GREY-NF-150,"(UND) PANTALLA FIJA NO BORDE SCREEN 150""",0,1,0,0,0,0
54-ALB-GREY-ST-100,(UND) PANT FIJA TIRO CORTO GREY ST100'' ,2,0,0,0,2,2
54-ALB-GREY-ST-120,"(UND) PANT FIJA TIRO CORTO GREY ST 120"" ",3,0,0,0,3,3
54-ALB-GREY-ST-130,"(UND) PANT FIJA TIRO CORTO GREY ST 130"" ",0,0,0,0,0,0
54-ALB-GREY-ST-80,(UND) PANT FIJA TIRO CORTO GREY ST 80'' ,2,0,0,0,2,2
54-ALB-LITE-100-NT,"(UND) PANT ELECT NO TENS TELA WHITE 100""",11,6,0,3,14,14
54-ALB-LITE-120-NT,"(UND) PANT ELECT NO TENS TELA WHITE 120""",1,6,2,0,1,-1
54-ALB-LITE-84-NT,"(UND) PANT ELECT NO TENS TELA WHITE 84"" ",0,10,1,0,0,-1
54-ALB-PRO-100-NT,"(UND) PANT ELECT NO TENS TELA WHITE 100""",1,0,0,1,2,2
54-ALB-PRO-100-T,"(UND) PANTALLA ELEC TENS TELA WHITE 100""",0,8,8,0,0,-8
54-ALB-PRO-120-NT,"(UND) PANT ELECT NO TENS TELA WHITE 120""",0,4,0,0,0,0
54-ALB-PRO-120-T,"(UND) PANTALLA ELEC TENS TELA WHITE 120""",0,8,3,0,0,-3
54-ALB-PRO-135-NT,"(UND) PANT ELECT NO TENS TELA WHITE 135""",1,0,0,1,2,2
54-ALB-PRO-135-T,"(UND) PANTALLA ELEC TENS TELA WHITE 135""",4,2,0,0,4,4
54-ALB-PRO-150-NT,"(UND) PANT ELECT NO TENS TELA WHITE 150""",3,0,0,1,4,4
54-ALB-PRO-150-T,"(UND) PANTALLA ELEC TENS TELA WHITE 150""",6,0,0,2,8,8
54-ALB-PRO-80-T,"(UND) PANTALLA ELEC TENS TELA WHITE 80"" ",0,9,0,0,0,0
54-ALB-PRO-ACO-110,"(UND) PANTALLA ACUSTICA TELA WHITE 100"" ",1,0,0,0,1,1
54-ALB-PRO-ACO-120,(UND) PANTALLA ACUSTICA TELA WHITE 120  ,1,0,0,0,1,1
54-ALB-PRO-EXS-180-T,(UND) PANTALLA ELECT TENS TELA WHITE 180,0,0,0,0,0,0
54-ALB-ULTRA-100-T,"(UND) PANTALLA ELEC TENS TELA WHITE 100""",0,1,0,0,0,0
54-ALB-ULTRA-120-T,"(UND) PANTALLA ELEC TENS TELA WHITE 120""",2,0,0,1,3,3
54-ALB-ULTRA-135-T,"(UND) PANTALLA ELEC TENS TELA WHITE 135""",0,0,0,1,1,1
54-ALB-ULTRA-150-T,"(UND) PANTALLA ELEC TENS TELA WHITE 150""",0,0,0,1,1,1
54-ALB-ULTRA-F-120,"(UND) PANTALLA FIJA CON BORDE 120""      ",0,1,1,0,0,-1
54-ALB-ULTRA-NF-150,"(UND) PANTALLA FIJA NO BORDE ULTRA 150"" ",0,1,1,0,0,-1
55- EPIC ES-303G,(UND) DIGITAL DOOR LOCK 2WAYS SMART CARD,2,0,0,0,2,2
55-BLACK PLASTIC SPA,(UND) ESPACIADORES DE PLÁSTICO NEGRO    ,0,0,0,0,0,0
55-EPIC BLUETOOTH MO,(UND) MÓDULO REPRODUCTOR DE MUSICA BLUET,4,0,0,0,4,4
55-EPIC CLIP HOLDER,(UND) GLASS DIGITAL DOOR LOCK CLIP HOLDE,2,0,0,0,2,2
55-EPIC EF-8000L,(UND) CERRADURA BIOMETRICA 2P           ,0,0,0,0,0,0
55-EPIC EF-8000L(B),(UND) CERRADURA BIOMETRICA 3P           ,0,0,0,0,0,0
55-EPIC EF-P8800K,(UND) CERRADURA BIOMETRICA 2P PUSH-PULL ,0,0,0,0,0,0
55-EPIC EF-P8800K(B),(UND) CERRADURA BIOMETRICA 2P PUSH-PULL ,9,0,1,3,12,11
55-EPIC ES-7000K,"(UND) CERRADURA 3 VIAS, CONTRASEÑA, TARJ",0,0,0,0,0,0
55-EPIC ES-F300D,(UND) CERRADURA DIGITAL CON HUELLA BLUET,0,0,0,0,0,0
55-EPIC ES-F9000K,(UND) CERRADURA DIGITAL SIN LLAVE BIOMET,0,0,0,0,0,0
55-EPIC HANDY REMOTE,(UND) DIGITAL DOOR LOCK KEYLESS HANDY RE,0,0,0,0,0,0
55-EPIC KEY TAG ISO,(UND) DIGITAL DOOR LOCK KEYLESS ISO TYPE,10,0,0,0,10,10
55-EPIC KEY TAG NEW,(UND) CERRADURA DIGITAL TARJETA INTELIGE,0,0,0,0,0,0
55-EPIC KEY TAG STIC,(UND) DIGITAL DOOR LOCK KEYLESS STICKER ,0,0,0,0,0,0
55-EPIC MODULE-RX200,(UND) ACCESORIO PARA CERRADURA DIGITAL E,1,0,0,0,1,1
55-EPIC MODULE-RX400,"(UND) ACCESORIO CERRAD EF-P8800K, ES-F90",1,0,0,0,1,1
55-EPIC N-TOUCH,(UND) DIGITAL DOOR LOCK STAINLESS STEEL ,0,0,0,0,0,0
55-EPIC POP SCAN-H,"(UND) POP SCAN HUELLA DIGITAL, CONTRASEÑ",5,0,0,0,5,5
55-EPIC POP SCAN-M,(UND) DIGITAL DOOR LOCKS TS-POP SCAN M  ,3,0,0,0,3,3
55-EPIC TOUCH-H,"(UND) CERRADURA 2 FORMAS, CONTRASEÑA Y T",0,0,0,0,0,0
55-EPIC TOUCH-M,(UND) SMART KEY CERRADURA DIGITAL PARA P,0,0,0,0,0,0
55-EPIC VDP MODULE,(UND) MÓDULO DE VÍDEO PUERTA TELÉFONO   ,2,0,0,0,2,2
55-EPIC WALL REMOTE,(UND) WALL MOUNT REMOTE CONTROL OPEN/CLO,1,0,0,0,1,1
55-EPIC-ES-F500H,(UND) CERRADURA DIGITAL BLUETOOTH       ,2,0,0,0,2,2
55-EPIC-ES-P9100FK-B,(UND) CERRADURA DIGITAL BLUETOOTH       ,2,0,0,2,4,4
57-HT-BRIDGE-WIFI-RF,(UND) DRIVER CONTROL DE CORTINAS        ,14,0,18,0,14,-4
57-HT-EPIC-RF,(UND) MODULO RF CERRADURA INT CON HT-BRI,1,0,0,0,1,1
57-HT-ETHERNET-4X4,"(UND) MOD, 4 RELES, 4 CONTACTOS ETH     ",0,0,0,1,1,1
57-HT-IP-4X4,(UND) MODULO 4 RELES 4 CONTACTO ETH O WI,8,0,1,2,10,9
57-HT-IP-8X4,(UND) MUDOULO 8 CANALES SALIDA 4 ENTRADA,15,0,7,2,17,10
57-HT-LIC-DBIRD-SING,(UND) DRIVER DE INTEGR ENTRE C4 Y DOORBI,0,0,0,0,0,0
57-HT-LIC-EXP-BUTTON,(UND) DRIER BOTON DE EXPERIENC CAMB ICON,0,0,0,0,0,0
57-HT-LIC-MATRIZ-TOA,(UND) DRIVER PARA CONTROL SERIAL  MATRIC,0,0,0,0,0,0
57-HT-RGB-ACLED,(UND) CINTA LED INTEGRABLE A CONTROL 4  ,0,0,0,0,0,0
57-HT-RS232-4X4,"(UND) MÓDULO RS232, 4 RELÉS 4 CONTACTOS ",4,0,6,0,4,-2
57-HT-RS232-8X4,"(UND) MÓDULO RS232, 8 RELÉS 4 CONTACTOS ",8,0,2,2,10,8
57-HT-WIFI-2R,"(UND) MODULO WIFI, 2 RELES              ",2,0,0,0,2,2
57-HT-WIFI-4X4,"(UND) MÓDULO WIFI, 4 RELÉS 4 CONTACTOS  ",0,1,1,0,0,-1
57-LIC-LUZR,(UND) DRIVER PARA CONTROLAR LUZ POR RELE ,8,0,6,0,8,2
57-LIC-MINISPLIT,(UND) DRIVER CONTROL4 PARA MINISPLIT    ,1,0,0,0,1,1
58- MKJ02-BRACKET,(UND) CAJA TRASERA VIDEOPORTERO         ,3,0,0,0,3,3
58-AH01,(UND) CAJA ELECTRICA 2X2 PARA EMPOTRAR  ,754,300,0,119,873,873
58-ARTISTBOX1-GR,(UND) PARLANTE BLUETOOTH GRIS ARTIST    ,11,0,0,0,11,11
58-C1-BL,"(UND) CERRADURA WIFI BIOM,CLAV,TARJ,LLAV",231,220,46,25,256,210
58-CC10ZW,(UND) MÓDULO RGB-W ZIGBEE GENERAL       ,8,40,0,3,11,11
58-CD10ZW,(UND) MODULO DE CONTACTOS SECOS ENTRADA ,10,4,38,0,10,-28
58-CM10ZW,(UND) MOD 3 RELES ZIGBEE  MULTIFUNCIONAL,6,150,37,0,6,-31
58-CT10W,(UND) MAGIC CUBE IR BLAST WI CONTROL REM,111,109,6,24,135,129
58-CT30W,(UND) WIFI IR REMOTE CONTROL MAGIC DOT  ,0,0,7,0,0,-7
58-DD10Z05A,(UND) LÁMPARA INTELIGENTE COLGAR X1 MAG ,17,4,0,0,17,17
58-DD10Z06B,(UND) LAMPARA COLGANTE REDONDA MAGNÉTICA,11,4,0,0,11,11
58-DD10Z15A,(UND) LÁMPARAS INTELIGENTES COLGAR X3 MA,10,4,0,0,10,10
58-DD20Z,(UND) DOWNLIGHT PLÁSTICO INTELIGENTE DIM,89,120,0,5,94,94
58-DEMOKIT-SERIE-S,(UND) DEMOKIT LINEA DE ILUMINA+ MIXPAP S,2,1,0,1,3,3
58-DEMO-SMARTLOCK,(UND) DEMO CERRADURA INTELIGENTE ORVIBO ,1,3,0,0,1,1
58-DG10DA,(UND) RIEL MAGNÉTICO  SOBREPONER DE 2 MT,80,100,0,6,86,86
58-DG10DB,(UND) RIEL MAGNÉTICO  EMPOTRAR DE 2 MTS ,51,100,0,0,51,51
58-DG10DI,(UND) CONEC LINE ENTRE RIEL EMP Y SOBREP,93,0,0,0,93,93
58-DG10DJ,(UND) CONECTOR DE LA CORRIENTE A LA FUEN,52,0,0,0,52,52
58-DG10DL,(UND) CONE DE CURVAS RIELES EMPO Y SOBRE,69,20,0,0,69,69
58-DG10DN,(UND)CONETOR L PARA CURVA INTER RIEL SOR,60,0,0,0,60,60
58-DG10DP,(UND) CONECTOR L PARA RIEL SOBREPONER   ,60,0,0,0,60,60
58-DG10DW,(UND) CONEC L PARA CURVA EXTER RIEL SOBR,40,20,0,0,40,40
58-DG10DX,(UND) GUAYA PARA COLGAR RIEL DE SOBREPON,66,70,0,0,66,66
58-DG10FA,(UND) LÁMPARA LINEAL DIFUSOR  8W PEQUEÑA,67,40,0,0,67,67
58-DG10FB,(UND) LÁMPARA LINEAL DIFUSOR 15W GRANDE ,66,40,0,0,66,66
58-DG10GA,(UND) LAMPARA LINEAL REJILLA 8W PEQUEÑA ,61,60,0,0,61,61
58-DG10GB,(UND) LAMPARA LINEAL REJILLA 15W GRANDE ,59,60,0,0,59,59
58-DG10MC,(UND) FUENTE DE PODER150W PARA RIEL MAG ,103,150,0,0,103,103
58-DG10SA,(UND) SPOT 8W PEQUEÑO 24°               ,48,80,5,0,48,43
58-DG10SB,(UND) SPOT 15W GRANDE 24°               ,63,40,0,0,63,63
58-DG10Z12B,(UND) LUZ DE REJILLA PLEGABLE INTEL 12W ,24,30,0,0,24,24
58-DG20DNB,(UND) CONECTOR L EMPOTRAR PARA CURVA INT,60,0,0,0,60,60
58-DG20DPB,(UND) CONECTOR L EMPOTRAR PARA TECHO    ,66,20,0,0,66,66
58-DG20DWB,(UND) CONECTOR L EMPOTRAR PARA CURVA EXT,40,0,0,0,40,40
58-DL20Z,(UND) CONTROLADOR ZIGBEE CINTA LED      ,42,0,0,0,42,42
58-DM10ZW,(UND) MÓDULO DE ATENUACIÓN 0-10 V ZIGBEE,12,50,0,0,12,12
58-DS20Z,(UND) DOWNLIGHT PLÁS ESCUALIZABLE INTELI,69,200,0,8,77,77
58-DS20Z012B-PRO,(UND) DOWNLIGHT GRANDE 36° INTELIGENTE  ,32,0,0,0,32,32
58-DS20Z07A,(UND) DOWNLIGHT PEQUEÑO 24°  INTELIGENTE,1,0,0,0,1,1
58-DS20Z07A -PRO,(UND) DOWNLIGHT PEQUEÑO 24° INTELIGENTE ,62,0,0,0,62,62
58-DS20Z07B,(UND) DOWNLIGHT PEQUEÑO 36°  INTELIGENTE,0,0,0,0,0,0
58-DS20Z07B-PRO,(UND) DOWNLIGHT PEQUEÑO 36° INTELIGENTE ,53,0,0,0,53,53
58-DS20Z12A,(UND) DOWNLIGHT GRANDE 24°  INTELIGENTE ,12,0,0,0,12,12
58-DS20Z12A-PRO,(UND) DOWNLIGHT GRANDE 24° INTELIGENTE  ,62,0,0,0,62,62
58-DS20Z12B,(UND) DOWNLIGHT GRANDE 36°  INTELIGENTE ,9,8,0,0,9,9
58-DT40Z07A,(UND) DOWNLIGHT 24° 7W INTELIGENTE DIM  ,55,96,0,0,55,55
58-DT40Z07B,(UND) DOWNLIGHT 105° 7W INTELIGENTE DIM ,55,96,0,0,55,55
58-DT50Z07A-BL,(UND) DOWNLIGHT 24° ANTIREFLEJO 98 Ra   ,48,46,0,0,48,48
58-DT50Z07B-GL,(UND) DOWNLIGHT 24° ANTIREFLEJO 98 Ra   ,56,46,0,0,56,56
58-DT50Z07C-WH,(UND) DOWNLIGHT 24° ANTIREFLEJO 98 Ra   ,56,46,0,0,56,56
58-DT60Z07A-BL,(UND) SPOT SOBRE CUBO CIELO 28° SQU 7W  ,25,31,0,0,25,25
58-DT60Z07B-BL,(UND) LAMPARA SOBREPONER CIELO ROUND S3 ,25,33,0,0,25,25
58-DT60Z07C-WH,(UND) SPOT SOBRE CUBO CIELO 28° SQU 7W  ,26,34,0,0,26,26
58-DT60Z07D-WH,(UND) LAMPARA SOBREPONER CIELO ROUND S3 ,26,34,0,0,26,26
58-G30,(UND) MOTOR TUBULAR ZIGBEE              ,1,0,0,0,1,1
58-LPK01-GL,(UND) BORDE DECORATIVO DE UNA UNIDAD GOL,4,0,0,0,4,4
58-LPK01-GR,(UND) BORDE DECORATIVO DE UNA UNIDAD GRI,26,0,0,7,33,33
58-LPK01-WH,(UND) BORDE DECORATIVO DE UNA UNIDAD BLA,22,0,0,2,24,24
58-LPK02-GL,(UND) BORDE DECORATIVO DE DOS HUECOS GOL,4,0,0,0,4,4
58-LPK02-GR,(UND) BORDE DECORATIVO DE DOS HUECOS GRI,36,0,0,5,41,41
58-LPK02-WH,(UND) BORDE DECORATIVO DE DOS HUECOS BLA,22,0,0,6,28,28
58-LRS-200-48,(UND) FUENTE EXTER DE PODER ILUMINA RIEL,6,10,0,0,6,6
58-LS20N,(UND) CINTA LED ZIGBBE 5 MTS (REQU CONT),80,0,0,5,85,85
58-MG-OV01-BL,(UND) INTERRUPTOR GLASS SENCILLO NEGRO  ,22,0,0,15,37,37
58-MG-OV01-WH,(UND) INTERRUPTOR GLASS SENCILLO BLANCO ,0,225,65,0,0,-65
58-MG-OV02-BL,(UND) INTERRUPTOR GLASS DOBLE NEGRO     ,64,0,1,19,83,82
58-MG-OV02-WH,(UND) INTERRUPTOR GLASS DOBLE BLANCO    ,0,69,22,7,7,-15
58-MG-OV03-BL,(UND) INTERRUPTOR GLASS TRIPLE NEGRO    ,65,0,0,20,85,85
58-MG-OV03S-BL,(UND) MODULO GLASS DE 3 ESCENAS NEGRO   ,0,20,1,0,0,-1
58-MG-OV03S-WH,(UND) MODULO GLASS DE 3 ESCENAS BLANCO  ,0,20,8,0,0,-8
58-MG-OV03-WH,(UND) INTERRUPTOR GLASS TRIPLE BLANCO   ,0,56,0,6,6,6
58-MG-OVD01-BL,(UND) DIMMER GLASS FORWARD NEGRO        ,70,0,0,15,85,85
58-MG-OVD01-WH,(UND) DIMMER GLASS FORWARD BLANCO       ,83,0,0,18,101,101
58-MINI-DEMOKIT,"(UND) CONTROL DE VENTILADOR, TV, AC CAM ",0,0,0,0,0,0
58-MINI-SHOWROOM,(UND) MINI CASA PARA EXPOSICION 80X40X32,0,0,0,0,0,0
58-MKJ02,(UND) VIDE CABLEAD PARA MIXPAD E  MIXP P,3,0,0,0,3,3
58-OR-M1,(UND)ESPEJO RECT INTEL TOUCH ANDROI 21.5,4,0,0,0,4,4
58-R1-BL,(UND) ROBOT ASPIRADORA R1 NEGRO         ,14,0,0,3,17,17
58-R20W2Z,(UND) RELE DE INTERRUPTOR EN LA PARED   ,0,300,99,0,0,-99
58-R21W2Z,(UND) MÓDULO DOBLE RELÉ ZIGBEE PARA EMPO,0,0,0,0,0,0
58-R30W3Z,(UND) RELE DE INTERRUPTOR PARED 3 CARGAS,17,150,0,0,17,17
58-R40W2Z,(UND) MÓDULO DOBLE RELÉ WIFI PARA EMPOTR,33,80,0,0,33,33
58-S2,(UND) CERRADURA WIFI AUTO REMOTO        ,0,11,1,0,0,-1
58-S25US-WH,(UND) ENCHUFE WIFI ON/OFF               ,0,0,10,0,0,-10
58-S25US-X2-WH,(PAQ) ENCHUFE WIFI X2 120V -WH          ,5,0,0,0,5,5
58-S31-RD,"(UND) ENCHUFE WIFI INTE,MEDIDOR DE POTENC",0,0,0,0,0,0
58-SC10W,(UND) CÁMARA WIFI BLANCA TIPO GOTA      ,0,0,0,0,0,0
58-SC32PT,(UND) CÁMARA PTZ 360° FULLHD WIFI BLANCA,58,93,6,23,81,75
58-SC40PT,(UND) CÁMARA PTZ 355° FULL HD WIFI WH   ,0,0,0,0,0,0
58-SC41PT,(UND) CAMARA PTZ 350° FULL HD WIFI BLACK,0,100,0,0,0,0
58-SE21,(UND) BOTON DE EMERGENCIA ZIGBEE        ,1,0,0,2,3,3
58-SF21,(UND) SENSOR DE HUMO INTELIGENTE ZIGBEE ,1,0,0,1,2,2
58-SG21,(UND) SENSOR DE GAS ZIGBEE              ,1,0,0,1,2,2
58-SG30,(UND) SENSOR DE GAS ZIGBEE              ,3,2,0,0,3,3
58-SM11,(UND) SENSOR DE PUERTA/VENTANA ZIGBEE   ,0,0,25,3,3,-22
58-SM20,(UND) SENSOR DE PUERTA/VENTANA ZIGBEE   ,66,20,0,7,73,73
58-SN20,(UND) SENSOR DE MOVIMIENTO ZIGBEE PIR V2,64,20,6,0,64,58
58-ST21,(UND) SENSOR DE TEMPERATURA ZIGBEE      ,2,4,0,3,5,5
58-STARTER KIT,(UND) KIT CONTROL DE ILUM HUB+OUT+SWITCH,0,88,0,0,0,0
58-SW30,(UND) SENSOR DE FUGAS DE AGUA ZIGBEE    ,1,0,0,1,2,2
58-T1-BL,"(UND)CERRADURA ZIGBEE, HUEL, CLAVE,TAR  ",1,0,0,1,2,2
58-T22W3Z-WH,(UND) INTERRUPTOR GE&R  TRIPLE          ,2,0,0,1,3,3
58-T40S6Z-GL,(UND) PANEL DE CONTROL INTELIGENTE GOLDE,7,0,0,0,7,7
58-T40S6Z-GR,((UND) PANEL 6 ESCENAS MIXSWITCH ZIGBEE ,58,0,1,14,72,71
58-T40S6Z-WH,(UND) PANEL 6 ESCENAS MIXSWITCH ZIGBEE B,10,0,0,0,10,10
58-T40W1Z-GL,(UND) INTERRUPTOR SIMPLE MX GOLDEN      ,1,3,0,0,1,1
58-T40W1Z-GR,(UND) INTERR SENCI  MIXSWITCH ZIGBEE    ,71,0,43,36,107,64
58-T40W1Z-WH,(UND) INTERRUPTOR DOBLE MIXSWITCH ZIGBEE,35,0,0,14,49,49
58-T40W2Z-GL,(UND) INTERRUPTOR DOBLE MIX GOLDEN      ,11,50,0,0,11,11
58-T40W2Z-GR,(UND) INTERRUPTOR DOBLE MIXSWITCH ZIGBEE,228,40,152,36,264,112
58-T40W2Z-WH,(UND) INTERRUPTOR DOBLE MIXSWITCH ZIGBEE,59,0,0,10,69,69
58-T40W3Z-GL,(UND) INTERRUPTOR TRIPLE MIX GOLDEN     ,11,100,0,0,11,11
58-T40W3Z-GR,(UND)INTERRUPTOR TRIPLE MIXSWITCH ZIGBEE,110,50,56,15,125,69
58-T40W3Z-WH,(UND)INTERRUPTOR TRIPLE MIXSWITCH ZIGBEE,76,0,0,10,86,86
58-T40W4Z-GL,(UND) INTERRUPTOR 4 GANG MIXSWITCH GL   ,0,53,0,0,0,0
58-T40W4Z-GR,(UND) INTERRUPTOR 4 GANG MIXSWITCH GR   ,6,50,0,0,6,6
58-T40W4Z-WH,(UND) INTERRUPTOR 4 GANG MIXSWITCH WH   ,0,46,0,0,0,0
58-T51W1B,(UND) INTERRUPTOR SENCILLO BT GENIE     ,0,6,0,0,0,0
58-T51W2B,(UND) INTERRUPTOR DOBLE BT GENIE        ,0,6,0,0,0,0
58-T51W3B,(UND) INTERRUPTOR TRIPLE BT GENIE       ,0,6,0,0,0,0
58-TS31W5LZ-WH,(UND)TERMOSTATO GENE ZIGBEE PARA AIRE C ,0,7,0,0,0,0
58-USB-ADAPTER,(UND) FUENTE DE PODER 5VDC              ,135,50,0,0,135,135
58-V20-KIT-BASIC,(UND) KIT CONTROL DE ILUMINACION BASICO ,0,0,0,0,0,0
58-V20X-BL,(UND) PANEL DE CONTROL CENTRAL MIXPAD S ,60,50,2,17,77,75
58-V20X-GL,(UND)PANEL DE CONTROL CENT MIXPAD S GOLD,4,1,0,0,4,4
58-V20X-KIT-FULL,(UND) KIT DE CONTROL ILUMINACIÓN        ,0,0,0,0,0,0
58-V20X-WH,(UND)PANEL DE CONTROL CENT MIXPAD S BLAC,30,0,0,0,30,30
58-V21X,"(UND) MIXPAD E ALAR DE SEGU 8 CONT,ENT,V",0,2,0,0,0,0
58-V30X-BL,(UND)PANEL DE CONTR CENTRAL MIXPAD MINI ,187,20,40,49,236,196
58-V30X-WH,(UND)PANEL DE CONTR  CENTRAL MIXPAD MINI,182,20,79,14,196,117
58-V40X-BRACKET,(UND) CAJA PARA MIXPAD PLUS             ,1,0,0,0,1,1
58-V51X-GR,(UND)PANEL DE CONTR MIXPAD GENIE GR     ,0,100,1,0,0,-1
58-V51XGS,(UND) GEAR BOX PARA MIXPAD GENIE        ,0,200,0,0,0,0
58-V51X-WH,(UND)PANEL DE CONTR MIXPAD GENIE WH     ,0,130,0,0,0,0
58-VS20RB-1VO,(UND) CONTROLADOR WIFI IR&RF            ,77,120,96,2,79,-17
58-VS20ZW-WH,(UND) CONTROLADOR MINIHUB ZIGBEE        ,0,150,186,0,0,-186
58-ZB15R-WH,(UND) ZIGBEE SMART TOMA CORRIE 120VAC/10A,1,0,0,0,1,1
58-ZB15S-WH,(UND) ZIGBEE ON/OFF INTERRUPTOR UNIPOLAR ,0,0,0,0,0,0
58-ZB500D-WH,(UND) ATENUADOR INTELIG ZIGBEE TIPO NEUTR,2,0,0,1,3,3
58-ZBSC7-WH,(UND) CONTROL DE ESCENA INTELIG ZIGBEE 7B,1,0,0,1,2,2
59-603-S2-BL,(UND) ALTAVOZ DE PISO DE 3 VIAS NEGRO   ,0,4,2,0,0,-2
59-603-S2-OAK,(UND) ALTAVOZ DE PISO DE 3 VIAS         ,0,0,0,2,2,2
59-603-S2-WH,(UND) ALTAVOZ DE PISO DE 3 VIAS BLANCO  ,0,4,0,0,0,0
59-607-S2-BL,(PAR) PARLANTE BOOKSHELF DE DOS VIAS BL ,1,0,0,1,2,2
59-607-S2-OAK,(PAR) PARLANTE BOOKSHELF DE DOS VIAS OAK,1,0,0,1,2,2
59-607-S2-WH,(PAR) PARLANTE BOOKSHELF DE DOS VIAS WH ,0,1,1,0,0,-1
59-702-S2-BL,(UND) TORRE DE PISO 3 VIAS NEGRO        ,0,0,0,2,2,2
59-702-S2-WH,(UND) TORRE DE PISO 3 VÍAS BLANCO       ,2,0,0,0,2,2
59-704-S2-BL,"(UND) TORRE DE PISO 3 VIAS,4 ALTAV NEGRO",0,0,0,0,0,0
59-704-S2-WH,"(UND) TORRE DE PISO 3VIAS,4 ALTAV BLANCO",0,0,0,2,2,2
59-706-S2-BL,(PAR) PARLANTE BOOKSHELF DE DOS VIAS BL ,0,0,0,0,0,0
59-706-S2-WH,(PAR) PARLANTE BOOKSHELF DE DOS VIAS WH ,1,0,0,0,1,1
59-801-D4-WH,(UND) TORRE DE PISO DE 3 VIAS BLANCA    ,0,2,2,0,0,-2
59-803-D3-WH,(UND) TORRE DE PISO 3 VIAS BLANCA       ,0,0,0,0,0,0
59-AM-1-BL,(PAR) PARLANTE DE SOBREPONER PARA EXTERI,0,26,1,0,0,-1
59-AM-1-WH,(PAR) PARLANTE DE SOBREPONER PARA EXTERI,0,8,0,0,0,0
59-ASW608-BL,(UND) SUBWOOFER ACTIVO DE 200W NEGRA    ,4,3,2,0,4,2
59-ASW610-BL,"(UND) SUBWOOFER 600 SERIES 200W 10""  BL ",0,3,1,0,0,-1
59-ASW610-WH,"(UND) SUBWOOFER 600 SERIES 200W  10""WH  ",0,4,1,0,0,-1
59-ASW610-XP-BL,(UND) SUBWOOFER 600 SERIES NEGRO        ,0,3,2,1,1,-1
59-ASW610-XP-WH,(UND) SUBWOOFER 600 SERIES BLANCO       ,0,1,0,0,0,0
59-BB6C-BB,(UND) CAJA EMPOTRAR CEILING SERIE CI600 ,0,0,2,0,0,-2
59-CCM362,(PAR) PARLANTE DE EMPOTRAR EN CIELO 6'  ,0,41,7,0,0,-7
