referencia,Nombre_Producto,Existencia_MED,Transito,Reservas,Existencia_BOG,Total_Inv,Disponibilidad
01-YRLD220ZBOBP,(UND) YALE DEADBOLT TOUCH SCREEN ZIB,0,0,0,0,0,0
01-ZCA-IMR10A-ZP,(UND) MINI REMOTE CARD ACCESS                 ,1,0,0,0,1,1
01-ZCA-SPS10A,(UND) SENSOR DE PRESIÓN CARD ACCESS           ,0,0,0,0,0,0
01-ZCA-WCS10B-2-ZP,(UND) WIRELESS CONTACT SENSOR (EXTERNAL ANTENA) ,0,0,0,0,0,0
01-ZCA-WMS10-2-ZP,(UND) WIRELESS MOTION SENSOR (INTERNAL ANTENA),0,0,0,0,0,0
01-ZCA-WMS10-C-ZP,(UND) CEILING-MOUNT WIRELESS MOTION SENSOR,0,0,0,0,0,0
01-ZCA-WPS10A-ZP,(UND) WIRELESS SMART PRESSURE SENSOR PACKAGE,0,0,0,0,0,0
01-ZCA-ZXT30,(UND) ZIGBEE EXTENDER 3                       ,0,0,0,0,0,0
02-DRX-3.3,(UND) RECEIVER 9.2 CANALES              ,0,0,0,0,0,0
03-A-9070,(UND) AMPLIFICADOR STEREO 140 WATTS            ,0,0,0,0,0,0
03-MCA1120,(UND) AMPLIFICADOR MONO MEZCLADOR 70VLTS,0,0,0,0,0,0
03-TN280BTB,(UND) PLAT GIRATO PHONO EQ 2 SPEED+BLUET,0,0,0,0,0,0
03-TXNR595,(UND) A/V RECEIVER DE  7.2 CANALES             ,0,0,6,0,0,-6
03-TXNR696,(UND) 7.2-CH AV RECEIVER 175W 2 ZONAS   ,0,0,1,0,0,-1
03-TX-SR393,(UND) 5.2 CANALES AV RECEIVER 150W      ,0,0,0,0,0,0
04-ADAPTA-ALCYONE-WH,(PAR) ADAPTADOR PARA ALCYONE WH         ,4,0,0,0,4,4
04-ADAPTATOR-EOLE-WH,(PAR) ADAPTADOR DE EOLE IN CELLING WH ,4,0,0,0,4,4
04-ALCYONE2-SATEL-BL,(UND) PARLANTE SATELITE - VÍAS 1 BL ,1,0,0,0,1,1
04-AMBROSE3-BL,(UND) VÍAS 3 - SENSITIVIDAD 91 DB BL  ,1,0,0,0,1,1
04-ANTIG-MC170-BL/EB,(PAR) PARLANTE SOBREPONER BLACK-EBONY   ,0,0,0,0,0,0
04-ANTIGUA-IW-WHITE,(PAR) PARLANTE DE EMPOTRAR WHITE        ,0,0,0,1,1,1
04-ARCHIP-17ICPS-WH,(UND) PARLANTE DE EMPOTRAR WH           ,3,0,0,0,3,3
04-ARCHIPEL-13ICD-WH,(PAR) PARLANTE SATELITE DE EMPOTRAR WH  ,0,0,0,2,2,2
04-ARCHIPEL-17ICD-WH,(PAR) PARLANTE SATELITE DE EMPOTRAR WH  ,3,0,0,0,3,3
04-EOLE2-SET-BL,(PAR) SET OF 2 STANDS BL              ,9,0,0,2,11,11
04-EOLE2-SET-WH,(PAR) SET OF 2 STANDS WH              ,8,0,0,0,8,8
04-EOLE3-SATELLITEBL,(UND) PARLANTE SATELITE - VÍAS 2 BL   ,1,0,0,0,1,1
04-IO2 ON BASE WHITE,(UND) PARLANTE - SENSITIVIDAD 93DB WHITE,2,0,0,0,2,2
04-IO2-ON-BASE-BL/PR,(UND) BLACK/PEARL PARLANTE ON WALL      ,3,0,0,0,3,3
04-IO2-STAND-CH/BP,(UND) CHERRY/BLACK PEARL TORRE DE PISO  ,1,0,0,0,1,1
04-IO2-STAND-NO/BP,(UND) NATURAL OAK/ BLACK PEARLTORRE DE P,2,0,0,0,2,2
04-KI-FLOORSTDING-BL,(UND) TORRE DE PISO - SENSITIVIDAD BL ,1,0,0,0,1,1
04-RIGA-ON-WALL-BL/P,(UND) PARLANTE SATELITE BL PEARL,1,0,0,0,1,1
04-RIGA-ON-WALL-PR,(UND) PARLANTE SATELITE PEARL        ,1,0,0,0,1,1
04-RIGA-PEDESTAL-WE,(UND) (WENGE) PEDESTAL PARA RIGA              ,1,0,0,0,1,1
04-RIGA-STAND-WE-BL,(UND) (WENGUE/BLACK-PEARL) TORRE DE PISO,1,0,0,0,1,1
04-RIGA-STAND-WE-PR,(UND) (WENGUE-PEARL) TORRE DE PISO      ,2,0,0,0,2,2
04-ZEF13-WH,(PAR) PARLANTES SATELITE - VÍAS 2 WH    ,0,0,0,0,0,0
05-16BSPKP10,(PAQ10) CONECTOR BANANA 16AWG           ,0,0,4,4,4,0
05-16BSPKP2,(PAR) CONECTOR BANANA 16AWG             ,1,0,0,5,6,6
05-AN-110-RT-2L1W,(UND) ROUTER WAN SIMPLE 100             ,0,3,2,0,0,-2
05-AN-110-RT-2L1W-WI,(UND) ROUTER WAN SIMPLE 100 WIFI        ,5,8,6,0,5,-1
05-AN-110-SW-C-5,(UND) SWITCH DE 5 PUERTOS SERIE 110 COMPACTO  ,0,0,0,1,1,1
05-AN-110-SW-F-16,(UND) CONMUTADOR SERIE110 PUERTOS FRONT ,0,1,1,0,0,-1
05-AN-110-SW-F-24,(UND) CONMUTADOR  SERIE110 PUERT FRONTAL,0,2,2,0,0,-2
05-AN-110-SW-R-16,(UND) SWITCH DE 16 PUERTOS SERIE 110    ,4,1,0,0,4,4
05-AN-110-SW-R-24,(UND) SWITCH DE 24 PUERTOS SERIE 110    ,1,4,1,0,1,0
05-AN-110-SW-R-8,(UND) SWITCH DE 8 PUERTOS SERIE 110     ,6,3,1,0,6,5
05-AN-210-SW-F16-POE,(UND)SERIES WEBSMART GIGABIT SWITCH WIT ,3,0,2,0,3,1
05-AN-210-SW-F24-POE,(UND) SERIES WEBSMART GIGABIT SWITCH WIT,1,1,1,0,1,0
05-AN-210-SW-F48-POE,(UND) SWITCH 48 PUERTOS FRONTAL CON POE ,0,3,2,0,0,-2
05-AN-210-SW-F-8-POE,(UND) SERIES WEBSMART GIGABIT SWITCH    ,1,6,5,0,1,-4
05-AN-210-SW-R16-POE,(UND) SWITCH 16 PUERTOS POE                   ,1,0,0,0,1,1
05-AN-210-SW-R24-POE,(UND) SWITCH 24 PUERTOS POE             ,0,0,0,0,0,0
05-AN-210-SW-R-8-POE,(UND) SWITCH DE 8 PUERTOS+ POE WEBMASTER      ,0,2,1,0,0,-1
05-AN-300-SW-R-8-POE,(UND) SWITCH DE 8 PUERTOS/ POE ADMINISTRABLE  ,0,0,0,0,0,0
05-AN-310-RT-4L2W,(UND) ROUTE VPN 3 PUERTO LAN GESTION OVR,2,4,2,0,2,0
05-AN-310-SW-F-24,(UND) SWITCH PUERTOS FRONTALES SERIE 310,0,1,0,0,0,0
05-AN-310-SW-F-24-PO,(UND) SWITCH WITH FULL POE+ AND FRONT POR,0,0,0,0,0,0
05-AN-310-SW-F-8,(UND) SWITCH PUERTOS FRONTALES SERIE 310,0,0,0,0,0,0
05-AN-310-SW-F-8-POE,(UND) SWITCH 8 PUERTOS FRONTALES CON POE,1,0,0,0,1,1
05-AN-310-SW-R-16,(UND) SWITCH DE 16 PUERTOS SERIE 310    ,0,0,0,0,0,0
05-AN-310-SW-R-24,(UND) SWITCH DE 24 PUERTOS SERIE 310    ,1,0,0,0,1,1
05-AN-310-SW-R-24-PO,(UND) SWITCH ADMINISTR 24 PUERTOS GIGABIT POE ,2,0,0,0,2,2
05-AN-310-SW-R-8,(UND) SWITCH DE 8 PUERTOS SERIE 310     ,0,2,2,0,0,-2
05-AN-310-SW-R-8-POE,(UND) SWITCH ADMINISTR 8 PUERTOS SER 310,0,0,0,0,0,0
05-AN-510-AP-I-AC,(UND) PUNTO DE ACCESO INALAMBRI SERIE 51,0,52,28,0,0,-28
05-AN-510-AP-IW-AC,(UND) PUNTO DE ACCESO INALAMBRICO WM    ,0,2,0,0,0,0
05-AN-700-AP-I-AC,(UND) PUERTO DE ACCESO INALAMBRICO SERIE 700  ,0,0,0,0,0,0
05-AN-700-AP-O-AC,(UND) PUERTO DE ACCESO INALAMBRICO SERIE,2,2,0,0,2,2
05-AN-810-AP-I-AC,(UND) 810 SERIES INDOOR WIRELESS ACCESS P,0,1,1,0,0,-1
05-AN-ACC-INJ-POE-30,(UND) INJECTOR POE GIGABIT              ,6,4,0,0,6,6
05-AN-ACC-SFP-MMF350,(UND) MULTIMODE FIBER SMALL FORM PLUG    ,0,4,4,0,0,-4
05-AN-KIT-100-AP-INJ,(UND) PUNTO ACCESO INALAMB SERIE 100 + INY POE,0,0,0,0,0,0
05-AN-KIT-300-AP-INJ,(UND) PUNTO ACCESO INALAMB SERIE 300 + INY POE,0,0,0,0,0,0
05-AN-KIT300R-100W8R,(PAQ) 3 ACCESS POINT +1 SWITCH +1 ROUTER,0,0,0,0,0,0
05-AN-KIT-300RT-300A,(PAQ) 3 ACCESS POINT +1 SWITCH +1 ROUTER,0,0,0,0,0,0
05-AU-MMS-1E,(UND) AUTONOMIC ESERIES MUSIC STREAMER   ,0,0,0,0,0,0
05-B-100-HDMATRIX-4X,(UND) MATRIX 4X4 (BINARY) 4X4                 ,0,0,0,0,0,0
05-B-100-HDMATRIX-8X,(UND) MATRIX HDMI 8X8                         ,0,0,0,0,0,0
05-B-120-HDMATRIX-4X,(UND) MATRIX 4X4 (BINARY) CON SALIDAS HD,0,0,0,0,0,0
05-B-120-HDMATRIX-8X,(UND) MATRIX 8X8 (BINARY) CON SALIDAS HDMI    ,0,0,0,0,0,0
05-B-200-1CAT-VGA,(UND) CABLE PARA VGA CON RGB                  ,0,0,0,0,0,0
05-B-200-AVMATRIX-6X,(UND) MATRIX VIDEO COMPUESTO 6X4              ,0,0,0,0,0,0
05-B-220-DAC,(UND) DIGITAL TO ANALOG AUDIO CONVER          ,2,5,5,0,2,-3
05-B-220-HDSPLTR-1x2,(UND) SPLITTER 1X2                            ,3,0,0,2,5,5
05-B-220-HDSPLTR-1x4,(UND) SPLITTER 1X4                            ,1,0,0,4,5,5
05-B-220-HDSPLTR-1x8,(UND) SPLITTER 1X8,0,0,0,0,0,0
05-B-220-HDSWTCH-3x1,(UND) 3x1 HDMI SWITCHER VERSION 1.3           ,0,0,0,0,0,0
05-B-220-HDSWTCH-5X1,(UND) HDMI SWITCHER VERSION 1.3               ,0,0,0,0,0,0
05-B-220-VGALRTOHD-S,(UND) VGA AND ANALOG AUDIO TO HDMI            ,0,0,0,0,0,0
05-B-230-HDSPLTR-1X2,(UND) SPLITER 1X2 SOPORTE 3D            ,0,0,0,0,0,0
05-B-230-HDSPLTR-1X8,(UND) SPLITTER 1X8 HDMI                       ,0,0,0,0,0,0
05-B-240-HD-2AC,(UND) DESEMBEBEDOR HDMI A ANALOGO       ,0,6,1,0,0,-1
05-B260-444-HDR-SP12,(UND) SPLITTER HDMI 4K DE 1X2           ,0,0,0,0,0,0
05-B-260-ARC,(UND) EXTENSOR DE RETORNO DE AUDIO HDMI ,0,0,0,0,0,0
05-B-300-HDMATRIX-4X,(UND) MATRIX SWITCHER 4X4 HDMI                ,0,0,0,0,0,0
05-B-320-1CAT-HDIR,(UND) HDMI 1.4 EXTENDER PLUS IR RECE    ,0,0,0,0,0,0
05-B-320-1CAT-HDIR-W,(UND) HDMI EXTENDER 3D PLUS IR RECEI          ,3,0,0,0,3,3
05-B3-AUD-1,(UND) CABLE DE AUDIO ANALÓGICO SERIE B3 ,4,2,0,0,4,4
05-B3-AUD-2,(UND) CABLE DE AUDIO ANALÓGICO SERIE B3 ,1,7,3,0,1,-2
05-B3-AUD-3,(UND) CABLE DE AUDIO ANALÓGICO SERIE B3 3 MTS ,0,0,0,0,0,0
05-B3-AUD-4,(UND) CABLE DE AUDIO ANALÓGICO SERIE B3 ,0,0,0,0,0,0
05-B3-DIGCOAX-1,(UND) CABLE COAXIAL DIGITAL SERIE B3 1 M,3,5,1,0,3,2
05-B3-DIGCOAX-2,(UND) CABLE COAXIAL DIGITAL SERIE B3 2 MTS    ,2,0,2,0,2,0
05-B3-MONOMINI-.5,(UND) CABLE DE AUDIO MONO 3.5MM/0.5MT         ,1,0,0,0,1,1
05-B3-MONOMINI-1,(UND) CABLE DE AUDIO MONO 3.5MM/1MT           ,0,0,0,0,0,0
05-B3-MONOMINI-2,(UND) CABLE DE AUDIO MONO 3.5MM/2MT           ,0,0,0,0,0,0
05-B3-STEREOMINI,(UND) STEREOMINIRCA 1MT SERIE B3 3.5MM        ,0,0,0,0,0,0
05-B3-STEREOMINI-.5,(UND) CABLE ESTÉREO 3.5MM/0.5MT               ,38,0,0,10,48,48
05-B3-STEREOMINI-2,(UND) (2 MT) CABLE ESTÉREO SERIE B3     ,16,0,0,0,16,16
05-B3-STEREOMINIR-.5,(UND) STEREOMINIRCA 0.5MT SERIE B3 3.5MM      ,80,0,0,0,80,80
05-B3-STEREOMINIRC-1,(UND) STEREOMINIRCA 1MT SERIE B3        ,1,0,0,0,1,1
05-B3-STEREOMINIRCA2,(UND) JACK MINI STEREO DUAL RCA 2MTS          ,10,1,11,0,10,-1
05-B3-SUB-2,(UND) CABLE SUBWOOFER SERIE B3 2MT      ,5,13,12,0,5,-7
05-B3-SUB-4,(UND) CABLE SUBWOOFER SERIE B3 4MT      ,4,6,14,3,7,-7
05-B3-Y-RCA-1M2F,(UND) CABLE RCA TIPO Y UN MACHO A 2 HEMBRAS   ,0,0,0,0,0,0
05-B3-Y-RCA-2M1F,(UND) CABLE RCA TIPO Y 2 MACHOS 1 HEMBRA      ,0,0,0,0,0,0
05-B-400-1COAX-HDIR,(UND) EXTENDER COAXIAL HDMI 121MTS IR 1 CABLE ,2,0,0,0,2,2
05-B4-HD-.7,(UND) CABLE HDMI SERIE B4 0.7MT               ,0,0,0,0,0,0
05-B4-HD-1,(UND) CABLE HDMI SERIE B4 1MT                 ,0,0,0,0,0,0
05-B4-HD-1.5,(UND) CABLE HDMI SERIE B4 1.5MT               ,0,0,0,0,0,0
05-B4-HD2-.4,(UND) B4 SERIES4K ULT HD HIGH SPEED CON E,40,0,0,0,40,40
05-B4-HD-3,(UND) CABLE HDMI SERIE B4 3MT                 ,0,0,0,0,0,0
05-B4-HD-5,(UND) CABLE HDMI SERIE B4 5MT                 ,0,0,0,0,0,0
05-B4-HD-7.5,(UND) CABLE HDMI SERIE B4 7.5MT               ,0,0,0,0,0,0
05-B4-HD-7.5-10,(PAQ) CABLE HDMI SERIE B4 7.5MT PAQUETE 10    ,0,0,0,0,0,0
05-B4-TOS-.7,(UND) TOSLINK CABLE 0.7 MT SERIE B4 2.3 ,1,0,0,0,1,1
05-B4-TOS-1,(UND) CABLE ÓPTICO SERIE B4 1MT               ,0,0,0,0,0,0
05-B4-TOS-10,(UND) CABLE ÓPTICO SERIE B4 10MT              ,0,0,0,0,0,0
05-B4-TOS-2,(UND) CABLE ÓPTICO SERIE B4 2MT         ,1,1,0,0,1,1
05-B4-TOS-4,(UND) CABLE DE ENLACE SERIE B4 4 MT           ,0,1,1,0,0,-1
05-B4-TOS-7.5,(UND) CABLE OPTICO SERIE B4 7.5 MT      ,2,0,2,0,2,0
05-B4-VGA-10FT,(UND) CABLE VGA DE 10 PIES                    ,0,0,0,0,0,0
05-B4-VGA-3FT,(UND) CABLE VGA SERIE B4 MACHO A MACHO        ,0,0,0,0,0,0
05-B-500-EXT-230R,"(UND) EXTENDER (70 MTS) UN SOLO UTP,          ",0,0,0,0,0,0
05-B-500-RX-230-IR,(UND) EXTENDER HDBASET PARA ULTRA 4K 70 MTS   ,0,0,0,0,0,0
05-B-520-EXT-230-RS,"(UND) EXTENDER PARA CABLE HDMI,IR,RS 232 Y POC",0,0,0,0,0,0
05-B-520-MTX-230-4X4,(UND) KIT MATRIZ DE VIDEO BINARY        ,0,0,0,0,0,0
05-B-520-TX-230-IR,(UND) EXTENDER HDBASET DE 70 MTS              ,0,0,0,0,0,0
05-B-540-EXT-230-IR,(UND) 540 SERIES 4K ULTRA HD HDBASE EXT IR,0,0,0,0,0,0
05-B-540-EXT-230-RS,(UND) EXTENDER 4K ULTRA HD                    ,0,0,0,0,0,0
05-B-540-EXT-330-RS,(UND) EXTENDER HDBASET                  ,0,0,0,0,0,0
05-B-540-TX-330-IR,(UND) TRANSMISOR DE LARGO ALCANCE CON IR,0,0,0,0,0,0
05-B5-AUD-1,(UND) (1 MT) CABLE AUDIO SERIE B5             ,0,20,20,0,0,-20
05-B5-AUD-2,(UND) (2 MT) CABLE AUDIO SERIE B5             ,1,0,0,0,1,1
05-B5-AUD-3,(UND) (3 MT) CABLE AUDIO SERIE B5             ,0,0,0,0,0,0
05-B5-COMP-1,(UND) CABLES B5- SERIES COMPONENT VI          ,2,0,0,2,4,4
05-B5-COMP-3,(UND) CABLES B5-SERIES COMPONENT VID,5,0,0,0,5,5
05-B5-DIGCOAX-1,(UND) CABLE COAXIAL DIGITAL SERIE B5 1 MTS    ,0,5,5,0,0,-5
05-B5-DIGCOAX-2,(UND) CABLE COAXIAL DIGITAL SERIE B5 2 MTS    ,0,0,0,0,0,0
05-B5-SUB-2,(UND) CABLE PARA SUBWOOFER SERIE B5 2 MTS     ,0,0,0,0,0,0
05-B5-SUB-4,(UND) CABLE PARA SUBWOOFER SERIE B5 4 MTS     ,0,1,0,0,0,0
05-B5-TOS-2,(UND) CABLE ÓPTICO SERIE B5 2MT               ,0,0,0,0,0,0
05-B6-4K-.7,(UND) HDMI HIGH SPEED CABLE CON ETHE    ,25,0,2,12,37,35
05-B6-4K2-1,(UND) HDMI 4K ULTRA HD PREMIUM HIGH SPEE,5,12,9,0,5,-4
05-B6-4K2-1.5,(UND) HDMI 4K ULTRA HD PREMIUM HIGH SPEE,12,32,14,0,12,-2
05-B6-4K2-2,(UND) HDMI 4K ULTRA HD PREMIUM HIGH SPEE,3,2,0,5,8,8
05-B6-4K2-3,(UND) HDMI 4K ULTRA HD PREMIUM HIGH SPEE,12,5,0,5,17,17
05-B6-4K2-5,(UND) HDMI 4K UKTRA HD PREMIUM HIGH SPEE,2,2,1,0,2,1
05-B6-4K2-7.5,(UND) ULTRA HD PREM HDMI HIGH SPEED GRIP ,0,2,2,0,0,-2
05-B6-4K-3-15BOX,(PAQ 15) CABLE HDMI 4K DE 3 METROS      ,0,0,0,0,0,0
05-B6-4K-90DOWN-5PK,(PAQ) ADAPTADOR BINARY 4K HDMI 90°      ,0,0,0,0,0,0
05-B6A-1080-25,(UND) CABLE BINARY B6A HIGH SPEED HDMI 82FT   ,0,0,0,0,0,0
05-B6A-1080-30,(UND) CABLE BINARY B6A HIGH SPEED HDMI  ,0,0,0,0,0,0
05-B6A-4K2-10,(UND) ACTIVE 4K HIGH SPEED HDMI CABLES E,3,4,4,0,3,-1
05-B6A-4K2-15,(UND) HDMI ACTIVE 4K HIGH SPEED ETHERNET,2,9,6,0,2,-4
05-B6A-4K2-20,(UND) CABLE HDMI4K ALTA VELOCIDAD 20MT   ,0,5,0,0,0,0
05-B6A-4K2-25,(UND) CABLE HDMI 4K ALTA VELOCIDAD 25MT  ,0,0,0,0,0,0
05-B6A-4K2-30,(UND) CABLE HDMI4K ALTA VELOCIDAD 30MT   ,0,0,0,0,0,0
05-B6A-HD-10,(UND) HDMI HIGH SPEED CABLE CON ETHE          ,0,0,0,0,0,0
05-B6-HD-.7,(UND) HDMI HIGH SPEED CABLE CON ETHE,0,0,0,0,0,0
05-B6-HD-2,(UND) HDMI HIGH SPEED CABLE CON ETHE          ,12,0,0,0,12,12
05-B6-HD-2-20,(PAQ20) CABLE HDMI SERIE B6 2 MT        ,1,0,0,0,1,1
05-B6-HD-3-R,(UND) CABLE HDMI CON ETHERNET 3 MTS           ,5,0,0,0,5,5
05-B-900-MOIP-4K-CTR,(UND) UNIDAD CONTROLADORA VIDEOWALL     ,1,0,0,0,1,1
05-B-900-MOIP-4K-RX,(UND) RECEPTOR DE MONITOR DE VIDEO 4K HD,0,0,0,0,0,0
05-B-900-MOIP-4K-TX,(UND) TRASMISOR PARA FUENTE DE VIDEO    ,1,0,0,0,1,1
05-BC5-RCA-90-RG59,(PAQ20) CONECTOR RCA MACHO EN L         ,0,0,0,0,0,0
05-BC5-RCA-MINI,(UND) CONECTOR RCA MACHO COMP 75 OHM     ,0,0,0,0,0,0
05-BC5-RCA-RG59,(PAQ20) CONECTOR RCA MACHO COMPRESION  ,0,0,0,0,0,0
05-BC-BANANA,(PAR) BANANA PLUGS FOR SPEAKER CABLE    ,11,0,22,47,58,36
05-BC-BANANA/20,(PAQ20) CONECTOR BANANA                 ,2,0,3,2,4,1
05-BCRCAP10,(PAQ10) CONECTOR TIPO MACHO RCA         ,0,0,0,0,0,0
05-BCRCAP2,(PAR) CONECTOR TIPO MACHO RCA           ,14,0,0,0,14,14
05-BCRCAP50,(PAQ50) CONECTOR TIPO MACHO RCA         ,1,0,0,0,1,1
05-B-LRCIR-2200,(UND) CAT-5 BALUN FOR COMPOSITE VIDEO + ANALOG,0,0,0,0,0,0
05-B-PS-12VDC-2A,(UND) FUENTE DE ALIMENTACION 12V              ,21,0,1,0,21,20
05-B-RGBLR-350,(UND) BALUN CAT5 DE 350FT VIDEO Y AUDIO ST    ,0,0,0,0,0,0
05-BT-RCA-RG59RG6,(PAQ20) CONECTOR  RG59 Y RG6 + 6 BANDAS ,0,0,0,0,0,0
05-B-USB2-EXTAA-15,(UND) CABLE EXTENSIÓN USB (MACHO/HEMBRA) 15MT ,0,0,0,0,0,0
05-B-USB2-EXTAAP-20,(UND) USB 2.0 A-A 20 METER EXTENDER CABLE    ,0,0,0,0,0,0
05-CCT-CI,(UND) CORTADORA DE CABLES                     ,0,0,0,1,1,1
05-CXDCHD250,(UND) (NEGRO) CABLE DOBLE COAXIAL 250FT       ,0,0,0,0,0,0
05-CXSCHD250,(UND) (NEGRO) CABLE COAXIAL 250FT       ,0,0,0,0,0,0
05-CXSCHD250-1M,(UND) CABLE COAXIAL 250FT (1 METRO) NEGRO     ,0,0,0,0,0,0
05-DB9-F-RJ45-ADPT,(UND) WIREPATH DB9 F TO RJ45 MODU ADAP   ,0,0,0,0,0,0
05-DECOR-1-WH,(UND) (WH) PLACA INDIVIDUAL DE PARED DECORATIV,0,0,0,0,0,0
05-DECOR-2-WH,(UND) (BLANCO) PLACA DOBLE DE PARED DECORATIVA,0,0,0,0,0,0
05-EA-AMP-2D-150A,"(UND) AMPLIFICADOR DIGITAL 150W, 2 CANAL",0,0,0,0,0,0
05-EA-AMP-HYB-2D-100,(UND) 70V/8 -OHM IP ENABLE AMPLIFIER     ,3,0,0,0,3,3
05-EA-AMP-HYB-2D-200,(UND) AMPLIFICADOR EPISODE 70 V/ B      ,0,1,1,0,0,-1
05-EA-AMP-SUB-1D-150,(UND) SUBWOOFER DIGITAL AMP 150W - 12 V       ,0,0,0,0,0,0
05-EA-AMP-SUB-1D-300,(UND) EPISODE SUB DIGITAL AMP 300V 1 CH ,0,1,1,0,0,-1
05-EA-AMP-SUB-1D-500,(UND) DIGITAL SUBWOOFER AMPLIFIER W/FRONT,0,0,0,0,0,0
05-EA-DYN-2D-200,(UND) AMPLIFICADOR EPISOD 200W 2 CANALES,1,0,0,0,1,1
05-EA-MINI-2D-35,(UND) MINI AMPLIFICADOR DE 2 CANALES          ,2,0,0,0,2,2
05-EA-MINI-3D-35,(UND) MINI AMPLIFICADOR DE 3 CANALES          ,0,0,0,0,0,0
05-EA-MINI-RC,(UND) CONTROL REM MINI AMPLIFICADOR 2CH ,0,0,0,0,0,0
05-EA-MINISUB-1D-100,(UND) EPISODE MINI AMPLIF SUBW 100W 1 CA,0,3,0,0,0,0
05-EA-MIN-SUB-1D-100,(UND) MINI AMPLIFICADOR SUB DE 1 CANAL  ,0,3,1,0,0,-1
05-EA-MR-COMM-RVC100,(UND) CONTROL DE VOLUMEN GIRATORIO            ,0,0,0,0,0,0
05-EA-MR-SSVC-6,(UND) EPISODE CENTRO DE DIST CONTROL VOL,1,0,1,0,1,0
05-EA-RSP -8D-100,(UND) AMPLIFICADOR DE 4 ZONAS EPISODE   ,0,12,6,0,0,-6
05-EA-RSP-12D-100,(UND) AMPLIFICADOR DE 6 ZONAS EPISODE   ,0,10,3,0,0,-3
05-EA-RSP-16D-100,(UND) AMPLIFICADOR DE 8 ZONAS EPISODE   ,11,0,2,0,11,9
05-EA-RSP-2D-200,(UND) AMPLIFICADOR DE UNA ZONA EPISODE  ,1,2,1,0,1,0
05-ECA-70AMP-2D-500A,(UND) AMPLIFICADOR 70V DE 2 CANALES 500W      ,0,0,0,0,0,0
05-ECA-70MIXAMP1-240,(UND) AMPLIFICADOR MEZCLADOR 240 WATT 70 VOLT ,0,0,0,0,0,0
05-ECS-250-IC-6,(UND) PARLANTE EPISODE IN CEALING 25/70 V     ,0,0,0,0,0,0
05-ECS-500-AW70V-6-B,"(UND) PARLANTE DE SOBREPONER 6"" NEGRO   ",0,0,0,0,0,0
05-ECS-800-ICSUB-8,"(UND) SUB DE 8"" MONT IN CEILING 800S    ",0,0,0,0,0,0
05-ECS-AW70V-4-WHT,(UND) (BLANCO) ALTAVOZ/MONTAJE SUPERFICIAL 70V,13,0,0,2,15,15
05-ECS-AW70V-6-WHT,"(UND) PARLANTE DE SOBREPONER 6"" BLANCO        ",0,0,0,0,0,0
05-EE-IR-RCVR-SM,(UND) RECEPTOR IR RESISTENTE A PLASMA/LED     ,0,0,0,0,0,0
05-EE-IR-RCVR-TT,(UND) ELECT TABLETOP PLASMA LED SENSOR   ,1,0,0,0,1,1
05-EE-PS-12VDC-1A,(UND) FUENTE ALIMENTACION DE CAMARAS Y SIST IR,12,0,8,0,12,4
05-EP-400-UPS-8PS825,(UND) FUENTE 8 SALIDAS CON  RJ45 / RJ11 y RG6 ,0,0,0,0,0,0
05-ES-150T-IC-6,"(PAR) PARLANTE 6"" DE EMPOTRAR EN TECHO  ",1,0,0,0,1,1
05-ES300-SNDBAR-30-B,(UND) BARRA PASIVA EPISODE 3 CANALES          ,0,0,0,0,0,0
05-ES-350-SNDBA-30BL,(UND) BARRA PASIVA EPISODE 3 CANALES    ,0,0,1,0,0,-1
05-ES-350-SNDBA-50BL,(UND) BARRA PASIVA EPISODE 3 CANALES    ,0,1,0,0,0,0
05-ES-500-AW-4-BLK,(PAR) ALLWEATHER SERIES SURFACE MOUNT SP,0,0,0,0,0,0
05-ES-500-AW-6-BLK,"(PAR) ALTAVOCES DE SOBREPONER USO EXT 6""",1,7,5,0,1,-4
05-ES-500-AW-6-WH,"(PAR) ALTAVOCES DE SOBREPONER USO EXT 6""",0,4,0,0,0,0
05-ES-500-AW-8-BL,(PAR) ALTAVOZ DE SOBREPONER EXTERIORES  ,0,5,3,2,2,-1
05-ES-500-AW-8-WH,(PAR) ALTAVOZ DE SOBREPONER EXTERIORES W,0,4,0,0,0,0
05-ES-500-AW-DVC-6BL,(UND) EPISODE ALTAVOZ DVC MONTAJ SUP BL ,0,0,0,0,0,0
05-ES-500-LCR-4-WHT,(UND) ALTAVOZ LCR SERIE 500 CON DUAL 4  ,0,0,0,0,0,0
05-ES-550-SNDBA-50BL,"(UND) BARRA DE SONIDO EPISODE 3 CAN 50"" ",0,0,0,0,0,0
05-ESA-70V2CH-150W,"(UND) AMPLIFICADOR DE 70V , 2 CANALES A 150W  ",0,0,0,0,0,0
05-ES-AW350T-ICDVC-6,(UND) EPISODE ALTAVOZ CEILING DUAL SERIE,0,0,0,0,0,0
05-ES-CORE-16-IC,"(PAR) ALTAVOZ DE TECHO 6"" SERIE 1 EPISOD",0,260,128,0,0,-128
05-ES-CORE-18-IC,"(PAR) ALTAVOZ DE TECHO 8"" SERIE 1 EPISOD",0,20,1,0,0,-1
05-ES-CORE-36-AWIC,"(PAR) EPISODE ALTAVOZ DE TECHO 6"" SERIE ",0,2,1,0,0,-1
05-ES-CORE-36-ICDVCS,"(UND) EPIS ALTAVOZ CEILING 6"" DVC CORE 3",0,1,1,0,0,-1
